A,B,C,D
0,其他音響設備,150,0
0,中國現代小說,150,0
0,遊戲王,150,0
0,教育玩具,150,0
0,其他軍用裝備、配件,150,0
1,三角褲,150,0
0,機械科幻,150,0
5,假面騎士系列,150,0
0,魔法風雲會,150,0
92,保護貼、按鍵貼,150,0
1,其他線材,150,0
0,其他,150,0
1,落地鐘,150,0
5,點火系統,150,0
1,燈泡、燈管,150,0
0,其他漫畫,150,0
0,其他,150,0
0,螺絲批旋具頭,150,0
53,束腹用品,150,0
0,靈芝、人參 、松茸,150,0
0,其他無線電設備,150,0
0,古書善本,150,0
248,1G,150,0
0,迷你扇,150,0
35,其他五金工具,150,0
0,各式夾具,150,0
0,南北貨,150,0
0,其他機車零組件,150,0
3,其他品牌,150,0
0,周邊紀念品,150,0
0,其他汽車百貨,150,0
0,臂章識別章,150,0
53,控制器、周邊配備,150,0
1,模型漆、底漆,150,0
0,其他,150,0
0,遊戲王,150,0
0,變速系統零件,150,0
10,零組件,150,0
0,車身標誌、貼紙,150,0
0,園藝用品 ,150,0
1,遊戲王,150,0
0,電晶體,150,0
0,其他,150,0
0,其他汽車百貨,150,0
0,騎士套裝,150,0
0,醬油、醬油膏,150,0
0,其他用品,150,0
0,花苗、樹苗,150,0
0,劇情,150,0
0,重金屬,150,0
0,其他,150,0
0,其他五金工具,150,0
0,電子工具,150,0
0,布料,150,0
1,遊戲王,150,0
0,歐美,150,0
0,其他機車零組件,150,0
0,行銷,150,0
0,花苗、樹苗,150,0
10,其他紙牌遊戲,150,0
0,花苗、樹苗,150,0
0,角色扮演,150,0
0,引擎、機體零件 ,150,0
2,其他戶外用品,150,0
0,其他主要系列,150,0
0,模型漆、底漆,150,0
0,其他五金工具,150,0
0,法器供品,150,0
0,車身標誌、貼紙,150,0
0,其他汽車百貨,150,0
0,綜合擴大機,150,0
0,遊戲王,150,0
0,冷氣遙控器,150,0
7,幼兒教育,150,0
0,歐美奇幻小說,150,0
0,SAMSUNG,150,0
0,車身標誌、貼紙,150,0
0,威寶電信台灣之星,150,0
0,美容清潔,150,0
0,其他,150,0
1,遊戲王,150,0
3,模型漆、底漆,150,0
0,引擎、車組零件,150,0
0,家電零件,150,0
139,遊戲王,150,0
0,其他,150,0
0,其他燈具,150,0
4,其他機車零組件,150,0
0,其他家庭雜貨 ,150,0
54,遊戲王,150,0
0,磨豆機,150,0
0,其他車用影音設備,150,0
0,燈泡、燈管,150,0
0,其他,150,0
0,其他,150,0
0,彩繪藝術用品,150,0
0,高中、高職用書,150,0
0,飼料、零食,150,0
70,代買、海外代購,150,0
0,其他煞車系統零件,150,0
3,其他紙牌遊戲,150,0
3,其他家電,150,0
0,其他,150,0
0,保濕乳液、霜,150,0
0,社會學,150,0
0,其他居家安全用品,150,0
0,其他汽車百貨,150,0
0,其它品牌,150,0
0,念珠,150,0
0,襪子 ,150,0
0,其他紙牌遊戲,150,0
0,水管配件,150,0
0,其他,150,0
0,花苗、樹苗,150,0
53,其他紙牌遊戲,150,0
0,英文書,150,0
0,女歌手,150,0
23,其他品牌,150,0
0,土壤介質、肥料,150,0
0,其他,150,0
0,1 144,150,0
7,大專、大學用書,150,0
0,其他小說,150,0
19,A系列,150,0
0,支架,150,0
0,藝術史,150,0
0,其他,150,0
0,其他軍用裝備、配件,150,0
0,其他,150,0
0,重大戰役,150,0
0,其他運動用品,153,0
0,水壺、水壺架,153,0
0,奇幻冒險,153,0
48,螢幕保護貼,154,0
3844,顯示卡,155,1
61,其他,155,1
3077,水冷式,155,1
0,1 100,155,0
0,USB線,155,0
0,其他,155,0
0,綠茶,155,0
0,擬真型,155,0
1,SAMSUNG,155,0
0,其他,155,0
1,其他,158,1
0,,158,0
0,電腦散熱器,158,0
865,轉接線、轉接頭,159,1
5151,DDR3,159,1
1,其他,159,1
4675,線材、轉接頭,159,1
3949,DDR3,159,1
1,其他運動用品,159,0
0,飼料、零食,159,0
1,其他,159,0
0,其他,159,0
0,後背包,159,0
3,支架,159,0
44,轉接線、轉接頭,159,0
0,其他品牌,159,0
1,睡床、睡窩,159,0
0,防毒軟體,159,0
0,潤滑液,159,0
0,空氣幫浦 ,159,0
0,IP 分享器、Hub,159,0
3758,DDR3,160,1
4470,其他,160,1
56,DDR3,160,1
3447,轉接線、轉接頭,160,1
1,其他,160,1
410,DDR3,160,1
858,其他,160,1
3105,DDR3,160,1
5526,其他,160,1
4,其他,160,1
67,其他,160,1
7396,其他,160,1
7396,其他,160,1
1191,其他,160,1
765,DDR3,160,1
52,其他,160,1
0,其他遙控器,160,0
0,代買、海外代購,160,0
4,吉他配件,160,0
4,變速系統零件,160,0
0,其他,160,0
0,素色,160,0
0,BB彈彈匣,160,0
0,其他,160,0
0,南北貨,160,0
0,其他居家安全用品,160,0
0,模型漆、底漆,160,0
5,其他機車百貨,160,0
0,吉他配件,160,0
0,電視遙控器,160,0
0,其他五金工具,160,0
0,其他,160,0
14,其他,160,0
0,耳機附件,160,0
0,引擎、車組零件,160,0
0,其他汽車精品,160,0
0,其他,160,0
0,古書善本,160,0
0,美容、清潔用品,160,0
0,其他五金工具,160,0
6,其他,160,0
0,短袖內衣,160,0
0,工具組套裝,160,0
0,電子電工工具,160,0
0,洗面皂,160,0
0,軍事車輛,160,0
0,冷水壺,160,0
11,動作,160,0
0,其他五金工具,160,0
7,其他,160,0
0,其他,160,0
0,模型漆、底漆,160,0
0,螢幕保護貼,160,0
0,電影,160,0
0,引擎、車組零件,160,0
0,其他,161,0
3787,顯示卡,165,1
0,其他,165,0
0,零件、配件,165,0
0,活性碳,165,0
9,噴槍筆、空壓機,165,0
0,其他線材,165,0
0,魔法風雲會,165,0
0,SONY,165,0
0,扳手,165,0
0,種子、球根,165,0
0,其他,165,0
27,其他,165,0
4,車燈、碼錶,165,0
0,書法、字帖,165,0
807,轉接線、轉接頭,168,1
0,踏板,168,0
0,鋼,168,0
0,握把、龍頭,168,0
0,其他,168,0
0,人民幣,168,0
0,其他運動用品,168,0
0,其他,168,0
1,普洱茶,168,0
0,其他汽車百貨,168,0
3118,附件及改裝品,169,1
3069,其他電腦周邊設備,169,1
3106,其他電腦周邊設備,169,1
32,附件及改裝品,169,1
28,DDR3,169,1
63,SAMSUNG,169,0
0,染髮,169,0
0,Saeco 飛利浦,169,0
0,其他,169,0
0,扳手,169,0
0,,169,0
33,15吋,169,0
0,汽車釉、鍍膜,169,0
0,其他,169,0
0,貓草,169,0
0,其他烘焙粉,169,0
0,零食,169,0
0,巧克力、可可,169,0
598,AGP介面,170,1
146,其他,170,1
3598,DDR5,170,1
41,DDR3,170,1
4034,DDR3,170,1
516,DDR3,170,1
860,DDR3,170,1
860,DDR3,170,1
926,DDR5,170,1
3,轉接線、轉接頭,170,1
747,顯示卡,170,1
1297,顯示卡,170,1
1,其他,170,1
253,其他,170,1
1206,顯示卡,170,1
3114,風扇式,170,1
4767,DDR3,170,1
946,DDR3,170,1
1,其他,170,1
41,其他散熱裝置,170,1
0,其他,170,0
0,車燈、碼錶,170,0
0,水質穩定劑,170,0
0,清潔組保護貼,170,0
0,其它,170,0
0,一般網路線,170,0
0,洗髮,170,0
0,其他,170,0
0,魚線,170,0
0,零件、配件,170,0
0,模型漆、底漆,170,0
0,其他,170,0
0,模型漆、底漆,170,0
0,蝦專用飼料,170,0
0,潤滑液,170,0
9,Asus,170,0
0,其他機車零組件,170,0
3,其他電焊切割設備,170,0
0,格鬥,170,0
7,其他汽車精品,170,0
0,組裝、修補工具,170,0
0,其他,170,0
7,其他紙牌遊戲,170,0
1,遊戲王,170,0
0,大專、大學用書,170,0
177,其他,171,0
3,其他品牌,173,0
4,其他,174,0
4919,DDR3,175,1
3055,TV轉接頭,175,1
3089,其他散熱裝置,175,1
2,動、植物,175,0
1,電子電工工具,175,0
0,花苗、樹苗,175,0
0,保健,175,0
3,過濾棉,175,0
36,Samsung 三星,175,0
4,R系列,175,0
2,夾持類工具,175,0
0,罐頭食品,175,0
0,防水材料,175,0
26,轉接線、轉接頭,176,1
13,其他品牌,178,0
62,風扇式,179,1
2,DDR3,179,1
4296,DDR3,179,1
9,其他電腦周邊設備,179,1
0,其他,179,0
0,二、三件式泳裝,179,0
0,其他,179,0
0,GALAXY S系列,179,0
0,情趣內衣,179,0
0,其他清潔用品,179,0
0,雨鞋,179,0
0,男寶寶,179,0
0,護唇膏,179,0
0,其他品牌,179,0
3212,其他,180,1
3,PCIE介面,180,1
3090,AGP介面,180,1
3101,DDR3,180,1
4908,DDR3,180,1
717,DDR3,180,1
782,DDR3,180,1
232,AGP介面,180,1
3,螢幕線,180,1
925,顯示卡,180,1
8,DDR3,180,1
351,DDR3,180,1
213,其他,180,1
21,DDR3,180,1
530,顯示卡,180,1
946,DDR3,180,1
4495,其他,180,1
5223,其他,180,1
207,風扇式,180,1
3895,其他,180,1
3831,DDR3,180,1
694,PCI介面,180,1
1125,其他,180,1
6,其他,180,1
213,其他,180,1
392,其他,180,1
856,顯示卡,180,1
4541,DDR3,180,1
4187,其他,180,1
3070,DDR5,180,1
158,DDR3,180,1
4129,DDR5,180,1
5787,DDR3,180,1
3,PCIE介面,180,1
1522,其他,180,1
6,DDR3,180,1
5,DDR3,180,1
704,DDR3,180,1
302,其他,180,1
3438,DDR3,180,1
350,DDR3,180,1
450,其他,180,1
1445,DDR3,180,1
4607,其他,180,1
1680,DDR3,180,1
23,500W,180,1
0,台灣,180,0
0,保鮮盒、便當盒,180,0
0,遊戲王,180,0
0,各式夾具,180,0
0,座墊、座管,180,0
0,其他五金工具,180,0
0,12000mAh,180,0
0,把手,180,0
0,男歌手,180,0
0,模型漆、底漆,180,0
0,後視鏡,180,0
0,其他武俠小說,180,0
4,羽球,180,0
0,日本,180,0
0,其他,180,0
0,其他汽車零件,180,0
0,其他園藝用具,180,0
3,其他,180,0
9,奇幻冒險,180,0
0,其他五金工具,180,0
0,其他,180,0
0,汽車釉、鍍膜,180,0
8,親情、友情,180,0
0,車輛 ,180,0
0,紙鎮,180,0
0,LEGO人偶,180,0
0,其他五金工具,180,0
0,珠鍊系列,180,0
0,其他家庭雜貨 ,180,0
0,後庭用品,180,0
0,吉他配件,180,0
0,其他軍用裝備、配件,180,0
86,台灣歷史,180,0
0,引擎、車組零件,180,0
0,姓名學、八字,180,0
1,螢幕保護貼,180,0
0,米、麵、穀物,180,0
16,其他,180,0
0,噴槍筆、空壓機,180,0
1,其他五金工具,180,0
0,料理刀具、砧板,180,0
21,25吋外接盒,180,0
1,其他清潔用品,180,0
1,車身標誌、貼紙,180,0
1,輪胎、輪圈,180,0
1,引擎、機體零件 ,180,0
0,煞車皮、來令片,180,0
5,其他,180,0
0,泳圈浮板,180,0
0,其他品牌,180,0
0,其他,180,0
0,車身標誌、貼紙,180,0
0,其他運動用品,180,0
0,女歌手,180,0
0,男歌手,180,0
6,後照鏡,180,0
0,其他,180,0
0,其他運動服飾,180,0
0,Panasonic 國際,180,0
1,崁燈,180,0
22,羽球袋,180,0
0,魔法風雲會,180,0
0,其他合法改裝套件,180,0
0,亞洲紙鈔 ,180,0
0,哲學史,180,0
0,漫畫書,180,0
0,日本,180,0
0,歐洲紙鈔 ,180,0
1,其他戶外用品,180,0
0,其他,180,0
0,其他食品,180,0
0,其他軍用裝備、配件,180,0
0,車用影音線材,180,0
0,組裝、修補工具,180,0
0,其他無線電設備,180,0
0,信封、信紙,184,0
4140,DDR3,185,1
925,DDR3,185,1
1,DDR5,185,1
1,DDR5,185,1
0,薄荷,185,0
0,米、麵、穀物,185,0
0,其他散熱裝置,185,0
11,其他油品及添加劑,185,0
0,其他,185,0
0,其他,185,0
0,其他漫畫,185,0
0,模型漆、底漆,185,0
0,LEGO人偶,185,0
4,其他,186,1
0,監控攝影機,187,0
0,其他,187,0
0,其他,187,0
109,其他電腦周邊設備,188,1
41,夾鏈袋,188,0
0,佛畫、唐卡,188,0
122,保護貼、按鍵貼,188,0
0,車燈、碼錶,188,0
0,合輯或其他,188,0
3,手機保護殼,188,0
0,收集卡,189,0
0,其他登山露營裝備,189,0
0,洗毛精,189,0
1,雨刷,189,0
0,電子秤,189,0
4,其他燈具,189,0
199,轉接線、轉接頭,189,0
70,轉換插頭,189,0
55,其他輕小說,189,0
0,休閒款,189,0
0,RF  無線開發,189,0
3243,AGP介面,190,1
3699,DDR3,190,1
33,DDR3,190,1
3855,AGP介面,190,1
3662,DDR5,190,1
860,DDR3,190,1
161,DDR3,190,1
3306,DDR5,190,1
1899,DDR5,190,1
5034,DDR3,190,1
860,PCIE介面,190,1
1131,DDR3,190,1
2,DDR5,190,1
34,其他電腦周邊設備,190,1
859,DDR3,190,1
3578,DDR5,190,1
4908,DDR3,190,1
1285,DDR5,190,1
120,DDR3,190,1
3258,風扇式,190,1
5787,DDR3,190,1
0,模型漆、底漆,190,0
0,其他,190,0
0,魚,190,0
11,迷你扇,190,0
0,遊戲王,190,0
0,其他,190,0
0,淋浴用龍頭,190,0
0,其他五金工具,190,0
0,歐美,190,0
0,圓頭拖鞋,190,0
5,LG,190,0
2,手冊、型錄,190,0
0,套裝模型,190,0
0,其他,190,0
7,其他,190,0
0,臂章識別章,190,0
0,其他五金工具,190,0
0,內衣褲 ,190,0
0,成套內衣褲,190,0
0,其他登山露營裝備,190,0
0,平底,190,0
0,BB戰士,190,0
0,內置底部式過濾器,190,0
0,其他,190,0
0,其他,190,0
9,汽車造型品牌,190,0
0,低跟3cm以下,190,0
1,其他比例,190,0
67,引擎機油,190,0
0,其他黏貼用品,190,0
1,裝飾燈、擺設燈,190,0
0,其它,190,0
0,其他手動工具,190,0
0,華文奇幻小說,190,0
0,絲襪,190,0
0,圍棋,190,0
0,過濾石材,190,0
0,其他,190,0
0,711統一超商,190,0
5,變壓器,190,0
0,後背包,190,0
0,其他,194,0
1,包裝用品,194,0
3953,顯示卡,195,1
3857,顯示卡,195,1
951,顯示卡,195,1
3642,顯示卡,195,1
4229,顯示卡,195,1
4271,其他,195,1
1707,電腦周邊耗材,195,1
4210,顯示卡,195,1
4183,其他,195,1
4515,顯示卡,195,1
4462,其他,195,1
4203,顯示卡,195,1
206,其他電腦周邊設備,195,1
1164,其他,195,1
4183,其他,195,1
4283,其他,195,1
157,風扇式,195,1
4462,其他,195,1
85,引擎、車組零件,195,0
2,燈泡,195,0
0,爽身粉,195,0
0,其他濾材,195,0
1,修車工具,195,0
0,其它儀表儀器,195,0
0,肉類食品,195,0
0,其他,195,0
0,名片簿、票卡夾,196,0
22,其他,196,0
0,其他,196,0
0,其他,196,0
0,奇幻冒險,197,0
41,DDR5,198,1
40,其他筆電周邊,198,1
0,無線光學滑鼠,198,0
0,鋼,198,0
70,其他,198,0
0,樂譜,198,0
14,GALAXY J、R系列,198,0
3773,DDR3,199,1
1,其他,199,1
1,DDR3,199,1
179,其他,199,1
4017,DDR5,199,1
2,顯示卡,199,1
4877,其他,199,1
1,DDR3,199,1
10,顯示卡,199,1
2,DC數位相機,199,1
47,DDR3,199,1
3043,DDR3,199,1
119,DDR5,199,1
9,顯示卡,199,1
3,DDR3,199,1
26,風扇式,199,1
1,DDR3,199,1
28,DDR3,199,1
177,風扇式,199,1
3081,其他電腦周邊設備,199,1
988,PCIE介面,199,1
1040,DDR3,199,1
714,DDR3,199,1
250,DDR3,199,1
454,風扇式,199,1
232,風扇式,199,1
3779,DDR5,199,1
2,其他,199,1
1,DDR3,199,1
1,DDR3,199,1
0,淋浴用龍頭,199,0
0,其他用品,199,0
0,其它輸入設備,199,0
0,手機保護殼,199,0
3,其他,199,0
0,遊戲光碟,199,0
0,其他引擎系統零件,199,0
0,其他,199,0
0,其他,199,0
0,吸乳器 ,199,0
0,角色扮演,199,0
0,鞋架、拖鞋架 ,199,0
0,其他,199,0
0,遊戲王,199,0
5,尾燈,199,0
0,其他油品及添加劑,199,0
20,其他合法改裝套件,199,0
1,遊戲王,199,0
4,充電器,199,0
0,1 64,199,0
1,其他汽車百貨,199,0
0,其他,199,0
0,槍背帶槍托,199,0
0,素面針織衫,199,0
0,其他登山露營裝備,199,0
0,其他園藝用具,199,0
0,米、麵、穀物,199,0
0,槍袋槍套,199,0
0,支架,199,0
17,螢幕保護貼,199,0
53,其他,199,0
0,魚缸清潔用具,199,0
0,其他,199,0
0,其它品牌,199,0
0,其他五金工具,199,0
0,其他緊固件,199,0
1,遊戲王,199,0
0,其他,199,0
0,1 64,199,0
71,舒適鞋墊,199,0
0,男同志,199,0
0,其他,199,0
0,,199,0
0,其他品牌,199,0
2,動作冒險,199,0
0,其他,199,0
1,其他遙控器,199,0
0,其他兒童玩具 ,199,0
1,掛毯,199,0
0,運動長褲,199,0
41,Apple,199,0
0,素面POLO衫,199,0
4096,其他,200,1
2082,DDR3,200,1
1315,DDR3,200,1
4754,其他,200,1
4099,其他,200,1
3789,DDR3,200,1
225,其他,200,1
4303,其他,200,1
4371,DDR3,200,1
2,DDR5,200,1
1013,DDR5,200,1
631,DDR3,200,1
27,其他,200,1
20,DDR3,200,1
3819,DDR3,200,1
4879,顯示卡,200,1
4189,其他,200,1
4231,DDR3,200,1
1289,其他,200,1
949,DDR3,200,1
899,顯示卡,200,1
3929,DDR3,200,1
3179,風扇式,200,1
3,其他,200,1
13,其他,200,1
403,DDR3,200,1
37,DDR5,200,1
4097,PCIE介面,200,1
3743,DDR3,200,1
750,DDR3,200,1
3099,DDR3,200,1
27,其他,200,1
867,其他,200,1
2,AGP介面,200,1
766,DDR5,200,1
3867,其他,200,1
410,DDR3,200,1
3629,DDR3,200,1
207,AGP介面,200,1
4,DDR3,200,1
4639,DDR3,200,1
6,PCI介面,200,1
850,風扇式,200,1
966,DDR3,200,1
3797,顯示卡,200,1
1584,DDR3,200,1
3726,DDR3,200,1
1156,DDR3,200,1
1494,顯示卡,200,1
26,其他,200,1
230,AGP介面,200,1
237,DDR5,200,1
4003,其他,200,1
3208,顯示卡,200,1
3984,其他,200,1
4500,其他,200,1
27,其他,200,1
3061,DDR3,200,1
1,其他,200,1
5709,DDR3,200,1
1894,DDR3,200,1
4615,DDR3,200,1
3230,DDR3,200,1
3133,DDR3,200,1
1890,DDR3,200,1
4575,其他,200,1
3898,DDR3,200,1
1977,DDR3,200,1
3106,風扇式,200,1
1609,其他,200,1
3836,DDR3,200,1
5628,其他,200,1
3870,DDR3,200,1
507,其他,200,1
2,DDR3,200,1
463,其他,200,1
3829,DDR3,200,1
25,DDR3,200,1
5073,其他,200,1
3836,DDR3,200,1
23,AGP介面,200,1
4206,DDR3,200,1
4002,其他,200,1
2098,DDR3,200,1
839,DDR3,200,1
3078,27吋,200,1
1909,DDR3,200,1
765,DDR3,200,1
3852,其他線材,200,1
4184,其他,200,1
1669,DDR3,200,1
15,其他,200,1
1051,DDR3,200,1
4022,DDR3,200,1
34,其他,200,1
127,DDR3,200,1
27,其他,200,1
4,DDR3,200,1
2,DDR3,200,1
804,DDR5,200,1
6105,DDR5,200,1
605,DDR3,200,1
1278,DDR3,200,1
99,其他,200,1
1663,DDR3,200,1
4053,顯示卡,200,1
3314,DDR3,200,1
4889,DDR3,200,1
1283,顯示卡,200,1
4764,DDR5,200,1
168,顯示卡,200,1
639,風扇式,200,1
1,PCIE介面,200,1
4003,其他,200,1
2072,DDR3,200,1
4418,DDR3,200,1
4118,DDR3,200,1
303,其他,200,1
3774,DDR3,200,1
4183,其他,200,1
3764,DDR3,200,1
6,其他,200,1
17,PCIE介面,200,1
1999,DDR3,200,1
74,其他,200,1
3,其他,200,1
1240,DDR3,200,1
3169,其他,200,1
139,DDR5,200,1
2,DDR5,200,1
4952,其他,200,1
297,AGP介面,200,1
17,DDR3,200,1
20,DDR5,200,1
949,DDR3,200,1
4,其他,200,1
20,DDR5,200,1
2208,DDR3,200,1
74,其他,200,1
1,AGP介面,200,1
4838,PCIE介面,200,1
52,DDR3,200,1
138,顯示卡,200,1
4006,DDR5,200,1
392,DDR3,200,1
3846,DDR3,200,1
39,AGP介面,200,1
5,DDR5,200,1
807,其他,200,1
1181,DDR3,200,1
140,顯示卡,200,1
3735,DDR3,200,1
3051,PCIE介面,200,1
3729,DDR3,200,1
946,DDR3,200,1
3983,DDR3,200,1
2093,DDR3,200,1
3818,其他,200,1
4641,其他,200,1
725,DDR3,200,1
183,DDR3,200,1
4086,DDR3,200,1
9,DDR3,200,1
4189,其他,200,1
949,DDR3,200,1
28,DDR3,200,1
22,顯示卡,200,1
3,AGP介面,200,1
1891,DDR3,200,1
3730,DDR3,200,1
4701,其他,200,1
1359,顯示卡,200,1
1672,DDR3,200,1
2,DDR3,200,1
23,DDR3,200,1
4098,AGP介面,200,1
883,顯示卡,200,1
520,DDR3,200,1
3509,其他,200,1
1755,其他,200,1
333,其他,200,1
416,DDR3,200,1
735,顯示卡,200,1
4713,DDR5,200,1
1029,DDR3,200,1
23,DDR3,200,1
5,風扇式,200,1
4444,DDR5,200,1
1969,DDR3,200,1
2086,其他,200,1
26,DDR5,200,1
812,風扇式,200,1
541,DDR3,200,1
4517,DDR3,200,1
15,AGP介面,200,1
4107,其他,200,1
1,DDR5,200,1
40,DDR3,200,1
4,其他,200,1
368,DDR3,200,1
6,DDR5,200,1
1070,DDR5,200,1
3350,DDR5,200,1
4737,DDR5,200,1
4457,DDR3,200,1
1237,顯示卡,200,1
26,其他,200,1
1328,顯示卡,200,1
7,短袖T恤,200,0
0,燈罩、燈泡,200,0
0,其他機車零組件,200,0
0,電子秤,200,0
0,褲子,200,0
0,其他,200,0
0,持久力強化,200,0
1,其他,200,0
0,槍枝電池充電器,200,0
0,睡衣,200,0
0,引擎、車組零件,200,0
0,其他,200,0
0,四角褲,200,0
0,華語,200,0
1,遊戲王,200,0
0,其他,200,0
0,其他汽車零件,200,0
20,家庭、親子,200,0
1,貓砂,200,0
0,其他,200,0
1,古書善本,200,0
0,古書善本,200,0
0,日本小說,200,0
0,計算機 ,200,0
0,其他食品,200,0
0,車用影音線材,200,0
0,其他園藝用具,200,0
0,遊戲王,200,0
0,護膝,200,0
14,引擎、機體零件 ,200,0
0,圖案針織衫,200,0
1,海綿、布、清潔刷,200,0
0,內置底部式過濾器,200,0
0,經濟、商業,200,0
5,交通工具票卡,200,0
0,防蚊門簾,200,0
0,其他汽車零件,200,0
0,PlayStation系列,200,0
0,吉他配件,200,0
0,遊戲王,200,0
0,其他,200,0
0,其他汽車零件,200,0
0,其他家電,200,0
0,模型漆、底漆,200,0
0,花鼓,200,0
0,台灣紙鈔,200,0
72,其他線材,200,0
0,動漫系玩偶,200,0
0,歷史,200,0
0,香爐、香品,200,0
0,佛教,200,0
0,空氣幫浦 ,200,0
0,咖啡豆,200,0
0,其他汽車百貨,200,0
0,其他,200,0
0,壁燈,200,0
34,Core i3,200,0
0,遊戲王,200,0
5,踏板,200,0
0,電子電工工具,200,0
0,普洱茶,200,0
4,其他騎士用品,200,0
0,其他遙控模型、玩具,200,0
14,引擎本體及內部零件,200,0
136,VESPA偉士牌,200,0
9,化油器,200,0
0,紙牌週邊,200,0
0,其他,200,0
10,其他車燈,200,0
4,其他,200,0
2,水管配件,200,0
0,其他家庭雜貨 ,200,0
0,其他用具,200,0
0,膚質擬真,200,0
0,其他清潔用品,200,0
0,漫畫書,200,0
0,蘭花,200,0
0,釣魚、游泳,200,0
0,種子、球根,200,0
5,化油器,200,0
1,Nikon,200,0
0,汽車,200,0
0,大專、大學用書,200,0
0,濾心配件,200,0
0,CHIMEI 奇美,200,0
62,引擎、車組零件,200,0
8,引擎機油,200,0
0,其他,200,0
0,其他,200,0
0,花苗、樹苗,200,0
10,動作冒險,200,0
0,古書善本,200,0
0,電玩遊戲,200,0
0,其他,200,0
0,其他,200,0
0,錶帶,200,0
32,高中、高職用書,200,0
0,其他油品及添加劑,200,0
0,崁燈,200,0
7,其他,200,0
0,蔬菜,200,0
1,遊戲王,200,0
6,其他收藏卡,200,0
0,吸頭,200,0
0,其他,200,0
0,花苗、樹苗,200,0
0,其他機車零組件,200,0
9,智慧型 物聯網 家電,200,0
0,打拋醬,200,0
0,其他機車零組件,200,0
0,其他經典小說,200,0
0,BB彈彈匣,200,0
0,保健,200,0
0,車身標籤、貼紙,200,0
0,香片花茶,200,0
9,燈泡、燈管,200,0
0,配件,200,0
0,種子、球根,200,0
0,同人誌,200,0
0,大專、大學用書,200,0
0,西洋,200,0
0,遊戲用刀、槍及配件,200,0
1,電視維修零組件,200,0
0,Cosplay服裝 ,200,0
0,機器人大戰系列,200,0
0,其他,200,0
4,其他紙牌遊戲,200,0
0,其他,200,0
4,其他紙牌遊戲,200,0
13,安全帽,200,0
0,車身標籤、貼紙,200,0
0,劇情,200,0
1,LOMO相機,200,0
0,LOMO相機,200,0
0,其他機車零組件,200,0
10,其他軍用裝備、配件,200,0
0,遊戲王,200,0
0,其他,200,0
3,螢幕線,202,1
0,IC,202,0
0,其他,202,0
60,風扇式,203,1
0,其他,205,0
0,亞洲奇幻小說,205,0
0,其他用品,205,0
0,鎖具,205,0
0,其他,205,0
3,其他,206,1
0,青春戀愛,207,0
202,風扇式,208,1
201,風扇式,208,1
0,國家考試,208,0
81,風扇式,209,1
0,其他,209,0
40,DDR3,210,1
895,其他,210,1
883,顯示卡,210,1
17,DDR3,210,1
40,DDR3,210,1
3870,DDR3,210,1
4169,DDR3,210,1
40,DDR3,210,1
861,DDR3,210,1
70,女歌手,210,0
0,其他,210,0
0,外掛式過濾器,210,0
0,其他登山露營裝備,210,0
0,台灣,210,0
3,鏡頭袋,210,0
0,成套內衣褲,210,0
0,其他五金工具,210,0
0,其他汽車精品,210,0
0,留言板,210,0
0,其他,210,0
20,LED電子燈,210,0
0,毛筆,210,0
0,膠水,210,0
0,RF  無線開發,210,0
0,洗面皂,210,0
0,其他五金工具,210,0
32,短襪,210,0
0,其他漫畫,210,0
0,其他,211,0
0,亞洲紙鈔 ,212,0
243,DDR3,215,1
4242,顯示卡,215,1
1,其他汽車零件,215,0
10,其他五金工具,215,0
4,組裝、修補工具,215,0
7,動作冒險,215,0
0,踏板,215,0
0,旋轉滾珠,217,0
0,其他家電,218,0
1,DDR3,219,1
4,其他,219,1
0,其他品牌,219,0
0,燈座、燈管,219,0
0,其他戶外用品,219,0
0,潤滑液,219,0
0,性感薄紗,219,0
0,帆布材質,219,0
7,手機皮套,219,0
0,其他汽車精品,219,0
4642,DDR5,220,1
4169,DDR3,220,1
805,DDR3,220,1
4543,PCIE介面,220,1
3659,DDR3,220,1
800,DDR3,220,1
1,DDR3,220,1
807,DDR3,220,1
3810,其他,220,1
261,DDR3,220,1
3687,DDR3,220,1
1,DDR3,220,1
1055,顯示卡,220,1
998,DDR3,220,1
368,DDR3,220,1
4456,DDR3,220,1
184,DDR5,220,1
20,DDR3,220,1
3918,DDR5,220,1
3808,其他,220,1
4169,DDR3,220,1
25,DDR3,220,1
1002,DDR3,220,1
3895,AGP介面,220,1
4362,DDR3,220,1
5527,DDR3,220,1
1739,DDR3,220,1
112,DDR5,220,1
1043,DDR3,220,1
5,其他,220,1
2500,其他,220,1
1,其他,220,0
0,LEGO人偶,220,0
0,其他,220,0
1,螺絲批旋具頭,220,0
0,其他五金工具,220,0
3,其他,220,0
3,其他,220,0
0,其他油品及添加劑,220,0
0,其他,220,0
0,軍事人像,220,0
0,其他,220,0
0,自動鉛筆,220,0
0,遊戲王,220,0
0,車身標籤、貼紙,220,0
0,其他機車零組件,220,0
0,其他,220,0
0,辦公椅,220,0
0,TATUNG 大同,220,0
0,船型隱形襪,220,0
4,其他桌球用品,220,0
0,長袖T恤 ,220,0
1,絲襪,220,0
0,明、清史,220,0
0,車身標誌、貼紙,220,0
0,其他,220,0
8,燈泡、燈管,220,0
0,周邊配備,220,0
1,其他,220,0
0,畫冊,220,0
1,引擎、車組零件,220,0
0,文學小說,221,0
1,其他手動工具,221,0
0,女歌手,223,0
